SrNo,Date,NO,CO,NO2,O3,SO2,PM2.5,Benzene,Toulene,P_Xylene,NOx,PM10,WindDirection,NH3,RH,Temp,WindSpeed,VerticalWindSpeed,Solar,BarPressure,Weather,PD_PM2.5,PD_PM10,PD_NO2,PD_SO2,PD_CO
379,07-05-2016,8.85,1.12,82.27,112.44,28.28,87.66,2.64,7.18,3.17,85.39,176.87,186.07,42.09,33.95,30.14,0.73,-0.04,114.92,733.86,Summer,59.72,130.78,72.93,33.04,1.15
380,08-05-2016,16.94,1.45,85.69,103.24,37.29,108.38,3.68,8.99,3.72,99.48,228.33,180.7,53.47,36.43,30.99,1.3,-0.05,127.58,733.34,Summer,87.66,176.87,82.27,28.28,1.12
381,09-05-2016,3.92,1.08,60.88,79.31,33.04,98.07,2.09,5.56,2.08,59.58,179.73,146.43,62.75,39.21,30.59,2.21,0.18,124.26,733.7,Summer,108.38,228.33,85.69,37.29,1.45
382,10-05-2016,6.14,1.05,69.41,75.7,36.13,79.69,2.34,6.92,2.34,70.23,171.49,153.31,45.1,35.95,31.08,2.2,0.06,133.53,733.64,Summer,98.07,179.73,60.88,33.04,1.08
383,11-05-2016,3.76,1.04,66.81,112.45,27.71,62.41,1.76,6.36,2.03,64.65,108.32,166.57,47.15,45.05,29.83,1.68,-0.02,138.33,734.1,Summer,79.69,171.49,69.41,36.13,1.05
384,12-05-2016,23.46,1.58,90.3,82.38,24.65,90.06,3.19,9.02,3.84,112.5,189.14,188.91,66.39,40.98,32.54,0.98,-0.13,140.22,733.53,Summer,62.41,108.32,66.81,27.71,1.04
385,13-05-2016,29.92,1.23,72.72,66.15,25.01,89.94,2.37,9.36,4.28,105.64,217.65,216.75,40.19,28.95,34.49,1.3,-0.12,140.85,733.32,Summer,90.06,189.14,90.3,24.65,1.58
386,14-05-2016,76.89,2.1,104.09,109.5,35.18,110.15,3.81,11.53,5.92,197.74,246.55,198.81,37.96,30.36,33.81,0.97,-0.11,139.6,733.26,Summer,89.94,217.65,72.72,25.01,1.23
387,15-05-2016,117.32,2.86,125.44,126.34,46.2,140.45,4.97,16.01,9.05,271.97,308.47,183.72,42.02,26.72,35.83,0.99,-0.1,135.55,733.4,Summer,110.15,246.55,104.09,35.18,2.1
388,16-05-2016,50.69,1.35,86.06,86.56,29.14,109.38,3.23,10.25,4.96,145.89,211.92,212.73,30.42,22.73,34.7,1.3,-0.13,141.51,733.2,Summer,140.45,308.47,125.44,46.2,2.86
389,17-05-2016,36.82,1.55,91.3,85.02,58.85,117.97,4.53,9.27,3.51,131.62,258.16,227.25,26.68,20.86,35.08,1.27,-0.14,140.29,733.33,Summer,109.38,211.92,86.06,29.14,1.35
390,18-05-2016,115.32,2.62,127.23,69.15,59.69,188.37,5.5,16.7,8.76,270.84,320.98,227.17,25.3,24.5,33.65,0.9,-0.1,105.64,733.43,Summer,117.97,258.16,91.3,58.85,1.55
391,19-05-2016,10.24,3.21,82.47,72.35,54.54,116.11,3.48,10.17,4.54,87.46,258.38,160.8,44.33,34.3,33.99,2.02,0.07,141.03,733.97,Summer,188.37,320.98,127.23,59.69,2.62
392,20-05-2016,9.54,4.69,63.45,36.71,25.02,93.97,2.5,7.77,3.77,69.47,232.93,159.29,59.8,43.33,34.25,2.2,0.07,139.76,733.89,Summer,116.11,258.38,82.47,54.54,3.21
393,21-05-2016,1.83,1.07,43.83,25.91,16.01,114.22,1.93,0,1.78,41.56,310.93,152.59,53.78,44.49,33.88,2.54,0.11,138.76,733.56,Summer,93.97,232.93,63.45,25.02,4.69
394,22-05-2016,1.86,1.07,50.57,52.75,21.68,98.33,2,5.12,1.6,47.58,239.99,149.87,41.73,43.78,34.27,1.93,0.02,137.98,733.53,Summer,114.22,310.93,43.83,16.01,1.07
395,23-05-2016,5.73,0.84,53.8,51.64,29.1,93.58,1.42,0,1.43,55.72,206.36,157.74,42.69,48.13,30.07,2.45,-0.02,107.41,734.5,Summer,98.33,239.99,50.57,21.68,1.07
396,24-05-2016,19.87,1,58.69,53.91,21.8,66.71,1.67,5.65,2.22,79.42,157.33,194.41,36.68,53.8,27.79,1.66,-0.1,132.3,734.24,Summer,93.58,206.36,53.8,29.1,0.84
397,25-05-2016,29.8,1.15,75.98,30.47,17.45,127.84,2.69,9.86,3.44,108.39,316.79,238.63,53.76,51.16,29.26,1.44,-0.18,124.18,733.83,Summer,66.71,157.33,58.69,21.8,1
398,26-05-2016,57.06,0.91,68.71,40.98,18.91,161.62,2.06,7.5,3.58,139.13,438.37,235.62,46.56,46.02,31.35,1.02,-0.14,144,733.9,Summer,127.84,316.79,75.98,17.45,1.15
399,27-05-2016,48.15,0.91,72.45,87.46,18.91,287.42,2.71,9.76,4.69,130.06,596.41,240.09,41.28,32.97,34.52,1.6,-0.15,138.25,733.96,Summer,161.62,438.37,68.71,18.91,0.91
400,28-05-2016,14.21,0.81,46.07,46.74,24.12,157.15,1.75,0,2.01,60.46,434.31,249.63,27.4,32.09,33.95,2.15,-0.24,143.11,733.51,Summer,287.42,596.41,72.45,18.91,0.91
401,29-05-2016,1.64,0.63,32.67,120.28,14.09,63.49,0.99,0,0.81,31.32,216.53,159.97,30.43,44.69,29.9,2.99,0.01,176.09,733.83,Summer,157.15,434.31,46.07,24.12,0.81
402,30-05-2016,34.38,1.27,61.31,41.64,18.18,58.36,2.21,7.73,3.4,101.07,118.35,186.85,41.33,66.97,23.9,1.33,-0.09,87.97,734.55,Summer,63.49,216.53,32.67,14.09,0.63
403,31-05-2016,23.09,1.08,57.55,68.12,9.5,77.29,2.05,8.29,2.8,82.81,182.48,222.03,44.88,52.51,29.41,1.38,-0.18,145.52,733.82,Summer,58.36,118.35,61.31,18.18,1.27
