gender,age,job,marital,education,default,housing,loan,contact,term_deposit
female,39,technician,married,professional.course,no,yes,no,cellular,no
female,39,technician,married,professional.course,no,no,no,cellular,no
female,31,blue-collar,single,basic.9y,no,no,no,cellular,no
female,31,blue-collar,single,basic.9y,no,yes,no,cellular,no
female,46,services,married,high.school,no,yes,no,cellular,no
female,28,blue-collar,married,basic.6y,no,yes,no,cellular,yes
female,32,management,married,high.school,no,yes,yes,cellular,no
female,31,technician,married,university.degree,no,yes,no,cellular,no
male,27,blue-collar,single,basic.9y,no,yes,yes,cellular,yes
female,33,blue-collar,married,basic.9y,yes,no,no,cellular,yes
female,42,technician,married,professional.course,no,yes,yes,cellular,no
male,29,admin.,single,basic.9y,no,yes,no,cellular,no
male,26,admin.,single,high.school,no,yes,no,cellular,no
male,26,blue-collar,single,basic.9y,no,no,no,cellular,no
male,54,blue-collar,married,basic.9y,no,no,no,cellular,no
male,33,blue-collar,single,basic.9y,yes,no,no,cellular,no
female,33,blue-collar,married,basic.9y,yes,yes,yes,cellular,no
female,58,entrepreneur,divorced,professional.course,no,yes,no,cellular,no
female,51,blue-collar,married,basic.4y,no,yes,yes,cellular,yes
male,28,student,single,university.degree,no,yes,no,cellular,no
male,24,services,married,high.school,no,no,no,cellular,no
female,27,admin.,single,high.school,no,yes,yes,cellular,no
female,29,blue-collar,married,basic.6y,no,yes,no,cellular,no
female,49,services,married,high.school,no,yes,yes,cellular,no
male,35,admin.,married,high.school,no,yes,no,cellular,no
female,35,services,married,high.school,no,yes,no,cellular,no
male,57,services,divorced,basic.4y,no,no,no,cellular,no
male,25,blue-collar,single,high.school,no,yes,no,cellular,no
female,33,technician,single,professional.course,no,no,no,cellular,no
male,53,services,married,basic.6y,no,yes,no,cellular,no
female,31,admin.,married,high.school,no,no,no,cellular,no
female,23,student,single,high.school,no,yes,no,cellular,no
male,39,entrepreneur,married,basic.9y,yes,yes,yes,cellular,no
female,27,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,36,blue-collar,married,basic.6y,no,yes,yes,cellular,no
male,40,technician,single,professional.course,yes,yes,no,cellular,no
female,54,self-employed,divorced,professional.course,no,yes,no,cellular,no
male,24,student,single,basic.9y,no,yes,no,telephone,no
female,31,admin.,single,high.school,no,no,no,cellular,no
female,40,services,divorced,high.school,no,no,yes,cellular,no
male,31,blue-collar,married,basic.4y,no,no,no,cellular,no
male,33,management,single,university.degree,no,no,no,cellular,no
female,37,housemaid,single,high.school,no,yes,no,cellular,no
female,33,blue-collar,married,basic.6y,no,yes,yes,cellular,no
female,40,blue-collar,married,basic.6y,no,yes,yes,cellular,no
male,36,blue-collar,single,basic.6y,no,yes,no,cellular,no
female,31,technician,single,basic.9y,no,yes,no,cellular,yes
female,30,technician,married,university.degree,no,yes,no,cellular,no
female,33,admin.,single,university.degree,no,yes,no,cellular,no
male,48,services,divorced,basic.9y,no,yes,yes,cellular,no
male,25,admin.,single,high.school,no,yes,no,cellular,yes
male,31,blue-collar,married,basic.9y,no,no,no,cellular,no
male,26,blue-collar,married,professional.course,no,no,no,cellular,yes
female,35,admin.,married,university.degree,no,no,no,cellular,no
male,33,admin.,divorced,university.degree,no,yes,yes,telephone,no
male,34,admin.,married,university.degree,no,yes,no,cellular,no
male,46,blue-collar,married,basic.4y,no,no,no,telephone,no
male,33,technician,married,university.degree,no,no,yes,cellular,no
female,41,technician,married,professional.course,no,no,yes,cellular,no
male,42,blue-collar,married,basic.9y,no,no,no,telephone,no
female,30,admin.,single,high.school,no,yes,no,cellular,no
female,39,blue-collar,divorced,basic.9y,yes,yes,no,cellular,no
male,27,admin.,married,high.school,no,no,yes,cellular,no
male,36,management,married,university.degree,no,yes,no,telephone,no
male,37,technician,single,professional.course,no,yes,no,cellular,no
male,32,technician,single,professional.course,no,no,no,cellular,yes
male,24,entrepreneur,single,university.degree,no,no,no,cellular,no
female,29,services,single,high.school,no,yes,no,cellular,no
female,27,admin.,single,university.degree,no,yes,no,cellular,yes
female,28,blue-collar,married,basic.6y,yes,no,yes,cellular,no
male,30,blue-collar,married,basic.6y,no,no,yes,cellular,no
male,34,unemployed,married,basic.9y,no,yes,no,cellular,no
female,42,blue-collar,married,basic.4y,no,no,no,cellular,no
male,40,admin.,divorced,basic.9y,no,yes,no,cellular,yes
female,26,admin.,single,university.degree,no,yes,no,cellular,no
male,42,services,married,high.school,no,yes,no,cellular,no
male,29,blue-collar,married,basic.6y,no,no,no,cellular,no
male,28,services,single,high.school,no,no,no,cellular,no
female,30,blue-collar,single,basic.9y,no,no,no,cellular,no
female,35,entrepreneur,married,professional.course,no,no,yes,cellular,no
male,33,blue-collar,single,basic.9y,yes,yes,no,cellular,no
female,28,blue-collar,married,basic.9y,yes,yes,no,cellular,no
female,32,admin.,married,university.degree,no,no,no,cellular,no
female,33,services,single,high.school,no,yes,no,cellular,no
male,40,technician,single,professional.course,yes,yes,no,cellular,no
female,30,admin.,single,high.school,no,yes,no,cellular,no
male,26,technician,single,professional.course,no,yes,yes,cellular,no
female,22,technician,single,professional.course,no,no,no,telephone,no
female,46,blue-collar,married,basic.9y,no,yes,yes,cellular,no
female,49,entrepreneur,married,university.degree,yes,yes,yes,cellular,no
female,52,admin.,married,university.degree,yes,no,yes,cellular,no
female,41,admin.,divorced,high.school,yes,yes,yes,cellular,no
female,31,entrepreneur,married,university.degree,no,yes,no,cellular,no
male,26,technician,single,professional.course,no,yes,no,cellular,no
female,35,blue-collar,married,basic.6y,yes,no,yes,telephone,no
female,31,blue-collar,married,basic.9y,no,no,no,cellular,no
male,52,blue-collar,unknown,basic.4y,no,yes,yes,cellular,no
female,44,entrepreneur,married,university.degree,no,yes,yes,cellular,no
female,36,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,34,blue-collar,married,basic.6y,no,no,no,cellular,no
female,38,blue-collar,married,basic.4y,no,no,no,cellular,no
female,42,technician,married,professional.course,no,yes,no,cellular,no
male,51,technician,married,professional.course,no,yes,yes,cellular,no
female,27,admin.,married,professional.course,no,yes,yes,cellular,no
male,31,blue-collar,single,basic.9y,no,no,no,cellular,no
male,24,blue-collar,single,unknown,no,yes,no,cellular,no
female,42,technician,married,professional.course,no,yes,no,cellular,no
female,32,services,single,university.degree,no,yes,no,cellular,no
female,31,management,single,university.degree,no,yes,no,cellular,no
female,45,self-employed,married,university.degree,no,yes,no,cellular,no
male,39,admin.,married,high.school,no,yes,no,cellular,no
male,32,self-employed,married,basic.9y,no,yes,no,cellular,no
female,31,blue-collar,single,professional.course,no,yes,no,cellular,no
male,37,technician,married,high.school,yes,no,yes,cellular,no
male,28,blue-collar,single,basic.9y,no,yes,no,cellular,no
female,29,admin.,divorced,university.degree,no,yes,no,cellular,no
female,29,admin.,single,high.school,no,yes,no,cellular,yes
male,31,blue-collar,married,professional.course,no,yes,no,cellular,no
female,26,blue-collar,married,professional.course,no,yes,no,cellular,no
male,25,student,single,high.school,no,yes,no,cellular,yes
male,31,blue-collar,married,basic.9y,no,no,no,cellular,no
female,34,services,married,high.school,no,no,no,cellular,no
female,30,admin.,married,university.degree,no,no,no,telephone,no
female,33,blue-collar,married,basic.6y,no,yes,no,cellular,no
female,34,blue-collar,single,basic.4y,yes,yes,no,cellular,no
female,27,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,31,admin.,single,university.degree,no,no,yes,cellular,no
male,32,blue-collar,married,basic.9y,no,yes,yes,cellular,no
male,54,blue-collar,married,basic.9y,no,no,no,cellular,yes
female,31,blue-collar,married,basic.4y,no,no,yes,cellular,no
male,52,technician,married,basic.6y,yes,no,no,cellular,no
male,31,blue-collar,married,basic.9y,no,no,no,telephone,no
female,35,admin.,divorced,high.school,no,yes,no,cellular,no
male,31,admin.,single,high.school,no,yes,no,cellular,yes
male,26,admin.,single,university.degree,no,yes,no,cellular,no
female,28,blue-collar,single,basic.9y,yes,no,no,cellular,yes
female,29,technician,single,high.school,yes,yes,no,cellular,no
male,28,services,single,professional.course,no,no,no,telephone,no
female,23,technician,single,high.school,no,no,no,cellular,no
male,30,admin.,single,university.degree,no,yes,no,cellular,no
male,47,blue-collar,divorced,basic.9y,no,no,no,cellular,no
male,29,admin.,single,basic.9y,yes,no,no,cellular,yes
male,37,blue-collar,divorced,basic.9y,no,yes,no,telephone,yes
female,39,management,married,basic.4y,yes,yes,no,telephone,no
female,45,entrepreneur,divorced,university.degree,no,yes,yes,telephone,no
male,33,admin.,married,high.school,no,no,no,cellular,no
female,29,blue-collar,married,basic.6y,no,no,yes,cellular,no
female,30,admin.,single,university.degree,no,yes,yes,cellular,no
male,24,admin.,married,high.school,no,yes,no,cellular,no
female,39,admin.,single,high.school,no,no,no,cellular,no
female,48,services,single,basic.4y,yes,yes,yes,cellular,no
female,37,technician,single,university.degree,no,no,no,cellular,no
male,32,blue-collar,single,high.school,no,yes,no,cellular,no
female,43,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,29,blue-collar,single,basic.4y,yes,yes,no,telephone,no
male,42,blue-collar,married,unknown,yes,no,yes,cellular,no
female,23,technician,single,high.school,no,yes,no,cellular,no
female,60,retired,married,high.school,no,no,no,cellular,no
female,36,entrepreneur,single,basic.9y,yes,yes,yes,cellular,no
male,26,blue-collar,single,basic.9y,yes,yes,no,cellular,no
female,30,services,single,high.school,no,yes,no,cellular,no
female,31,blue-collar,married,basic.6y,yes,yes,no,telephone,no
male,30,technician,married,basic.9y,no,yes,no,cellular,no
female,38,technician,single,professional.course,no,yes,no,cellular,no
male,29,admin.,divorced,university.degree,no,no,no,telephone,no
female,38,blue-collar,married,basic.6y,no,yes,no,cellular,no
female,38,entrepreneur,married,university.degree,no,no,no,cellular,no
female,46,blue-collar,married,basic.4y,no,no,no,cellular,no
female,43,blue-collar,married,basic.4y,no,yes,no,cellular,no
male,40,management,married,university.degree,yes,no,no,cellular,no
female,29,blue-collar,married,basic.9y,no,no,no,telephone,no
female,31,technician,married,university.degree,no,yes,yes,cellular,no
female,39,blue-collar,divorced,basic.9y,no,yes,no,cellular,no
male,36,blue-collar,married,basic.9y,no,no,no,cellular,no
female,26,technician,single,professional.course,no,yes,no,cellular,no
male,27,self-employed,single,university.degree,no,no,no,cellular,no
male,25,admin.,single,high.school,no,yes,no,cellular,no
male,29,technician,single,high.school,no,no,no,cellular,no
female,33,blue-collar,married,basic.9y,yes,no,yes,telephone,no
male,27,blue-collar,married,high.school,no,no,no,cellular,no
female,44,technician,married,professional.course,no,yes,yes,cellular,no
female,32,blue-collar,married,basic.4y,no,no,yes,cellular,no
male,33,technician,married,high.school,no,yes,no,cellular,no
male,34,blue-collar,married,high.school,no,no,no,cellular,no
male,24,management,married,university.degree,no,no,no,telephone,no
male,33,blue-collar,married,basic.9y,no,no,yes,cellular,no
female,48,services,single,basic.4y,yes,yes,yes,cellular,no
male,28,admin.,married,high.school,no,no,yes,cellular,no
female,36,unemployed,married,basic.9y,yes,yes,yes,cellular,no
male,43,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,33,blue-collar,single,high.school,no,yes,yes,telephone,no
male,31,services,single,high.school,yes,yes,no,cellular,no
male,27,admin.,single,basic.9y,no,yes,yes,cellular,no
female,36,blue-collar,married,basic.6y,no,yes,no,cellular,no
female,29,services,married,high.school,no,no,no,cellular,no
female,28,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,35,services,married,high.school,no,yes,no,cellular,no
female,25,entrepreneur,single,university.degree,no,yes,no,cellular,no
female,20,blue-collar,single,high.school,no,yes,no,cellular,no
female,24,services,married,high.school,no,no,no,cellular,no
male,55,admin.,divorced,university.degree,yes,no,no,cellular,no
male,30,student,single,unknown,no,no,no,cellular,no
male,23,admin.,single,high.school,no,no,no,cellular,no
female,33,technician,single,basic.9y,no,no,no,telephone,no
male,25,blue-collar,single,high.school,yes,no,yes,cellular,no
male,24,services,married,high.school,no,no,no,cellular,no
female,21,student,single,high.school,yes,yes,no,cellular,no
female,32,admin.,married,university.degree,no,yes,no,telephone,no
male,34,admin.,single,university.degree,no,yes,yes,cellular,no
female,30,services,married,high.school,no,no,no,cellular,no
female,32,admin.,single,high.school,no,yes,no,cellular,no
female,33,blue-collar,single,basic.6y,yes,no,no,cellular,no
female,40,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,29,admin.,single,high.school,no,yes,no,cellular,no
male,34,services,single,high.school,no,no,yes,telephone,no
male,30,blue-collar,single,basic.9y,no,yes,no,cellular,no
male,35,services,single,high.school,no,no,yes,telephone,no
female,58,entrepreneur,divorced,professional.course,no,yes,no,telephone,no
female,38,blue-collar,married,basic.4y,yes,no,no,cellular,no
male,34,technician,single,professional.course,no,yes,no,cellular,no
male,35,admin.,married,university.degree,no,yes,yes,cellular,no
female,33,admin.,single,basic.6y,yes,yes,no,cellular,no
female,22,student,single,high.school,no,yes,yes,telephone,no
female,57,retired,married,basic.6y,no,no,no,cellular,no
female,59,management,married,basic.4y,yes,yes,yes,cellular,no
female,28,student,single,university.degree,no,no,yes,cellular,yes
male,25,management,married,university.degree,no,no,no,cellular,no
male,26,housemaid,single,unknown,no,yes,yes,cellular,no
male,30,blue-collar,married,professional.course,no,yes,no,cellular,no
female,30,management,single,basic.9y,no,yes,no,cellular,no
female,30,admin.,single,high.school,no,yes,no,cellular,no
male,32,admin.,single,unknown,no,yes,no,cellular,no
female,31,admin.,single,university.degree,no,yes,no,cellular,no
male,23,blue-collar,single,unknown,no,no,no,cellular,no
female,32,services,divorced,high.school,yes,yes,no,cellular,no
male,55,blue-collar,married,professional.course,no,no,yes,cellular,no
female,35,blue-collar,single,basic.9y,no,yes,no,cellular,yes
female,26,blue-collar,single,high.school,no,no,no,cellular,no
female,32,technician,single,professional.course,no,no,no,cellular,yes
female,21,services,single,high.school,no,no,no,cellular,no
male,34,blue-collar,married,professional.course,no,yes,yes,cellular,no
female,34,technician,divorced,professional.course,no,yes,yes,cellular,no
male,24,services,single,high.school,no,no,no,cellular,no
male,34,admin.,single,university.degree,no,yes,no,cellular,no
female,37,admin.,single,high.school,no,yes,no,telephone,no
male,23,admin.,single,unknown,no,yes,no,telephone,no
female,24,blue-collar,married,basic.9y,no,yes,yes,cellular,no
male,28,services,single,high.school,no,yes,yes,cellular,no
female,32,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,44,admin.,married,high.school,no,yes,yes,cellular,no
male,28,admin.,single,university.degree,no,no,no,cellular,no
male,36,admin.,single,high.school,no,yes,yes,cellular,no
female,29,admin.,single,high.school,no,no,no,cellular,no
female,29,technician,single,university.degree,no,no,no,telephone,no
male,42,entrepreneur,married,high.school,no,yes,no,cellular,no
female,31,technician,single,university.degree,no,yes,no,telephone,no
male,24,blue-collar,married,basic.9y,no,yes,yes,telephone,no
female,32,management,single,professional.course,no,no,no,cellular,no
female,29,blue-collar,divorced,basic.4y,no,no,no,cellular,yes
male,27,admin.,married,university.degree,no,yes,no,cellular,yes
female,29,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,28,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,28,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,31,admin.,single,high.school,no,yes,no,telephone,no
female,35,technician,married,professional.course,no,yes,no,cellular,no
female,34,self-employed,single,professional.course,no,yes,no,telephone,no
male,28,blue-collar,single,basic.6y,no,yes,no,cellular,no
female,23,admin.,single,high.school,no,yes,no,cellular,no
male,26,technician,single,basic.9y,no,no,no,cellular,no
female,29,blue-collar,single,unknown,no,yes,no,cellular,no
female,34,admin.,married,university.degree,no,yes,no,cellular,no
male,41,management,married,university.degree,no,no,no,cellular,no
male,33,blue-collar,married,basic.6y,yes,yes,yes,cellular,no
male,40,admin.,divorced,high.school,no,yes,no,cellular,no
male,54,retired,divorced,university.degree,no,yes,no,cellular,no
male,45,entrepreneur,married,basic.9y,no,yes,no,telephone,no
female,32,admin.,single,high.school,no,no,no,cellular,no
female,39,entrepreneur,single,university.degree,no,no,no,cellular,no
female,39,blue-collar,single,unknown,no,yes,yes,cellular,no
male,51,technician,married,basic.9y,no,yes,no,cellular,no
female,29,admin.,married,basic.6y,no,yes,no,cellular,no
male,32,technician,single,professional.course,no,yes,no,cellular,no
male,39,entrepreneur,single,university.degree,no,yes,yes,cellular,no
male,28,entrepreneur,married,basic.9y,yes,no,no,cellular,no
male,53,services,married,university.degree,no,no,no,cellular,no
male,34,admin.,single,high.school,no,yes,no,cellular,yes
male,35,blue-collar,married,basic.4y,yes,yes,no,cellular,no
male,39,entrepreneur,single,university.degree,no,yes,no,cellular,no
female,31,admin.,single,university.degree,no,no,no,cellular,no
male,31,admin.,single,university.degree,no,yes,no,cellular,no
female,28,admin.,married,high.school,no,no,no,cellular,no
female,33,services,married,high.school,no,yes,no,cellular,no
female,30,admin.,single,university.degree,no,no,no,cellular,no
male,28,entrepreneur,married,basic.9y,yes,yes,no,cellular,no
female,30,admin.,single,university.degree,no,yes,yes,cellular,no
female,54,management,married,university.degree,no,yes,yes,cellular,no
female,39,technician,single,high.school,no,yes,no,cellular,no
male,54,management,married,university.degree,no,yes,no,cellular,no
male,31,blue-collar,single,basic.4y,yes,yes,no,cellular,no
female,42,services,married,high.school,no,no,no,cellular,yes
female,29,blue-collar,single,basic.9y,no,yes,no,cellular,no
male,35,blue-collar,divorced,basic.9y,no,no,no,cellular,yes
female,30,management,married,university.degree,no,no,no,cellular,no
male,34,blue-collar,married,basic.4y,yes,no,no,cellular,no
male,22,technician,single,university.degree,no,no,no,cellular,yes
male,27,technician,single,unknown,no,no,no,cellular,no
male,36,blue-collar,single,basic.9y,no,yes,no,cellular,no
female,24,blue-collar,single,basic.9y,no,yes,no,cellular,no
female,29,blue-collar,divorced,high.school,no,yes,no,cellular,no
male,32,services,single,high.school,no,no,no,cellular,no
male,42,admin.,married,high.school,no,yes,no,cellular,no
male,45,admin.,married,university.degree,no,yes,no,cellular,no
male,30,admin.,single,university.degree,no,no,no,cellular,no
female,43,entrepreneur,married,professional.course,no,yes,no,cellular,yes
male,45,admin.,married,university.degree,no,yes,yes,cellular,no
male,45,admin.,married,university.degree,no,yes,no,cellular,no
male,29,blue-collar,divorced,high.school,no,no,no,cellular,yes
female,39,technician,divorced,high.school,no,yes,no,cellular,no
male,39,technician,divorced,professional.course,no,yes,no,cellular,no
female,27,blue-collar,single,basic.6y,no,no,yes,telephone,no
male,27,admin.,married,high.school,no,no,no,cellular,no
male,30,blue-collar,single,basic.9y,no,yes,no,cellular,no
male,56,management,married,university.degree,yes,yes,yes,cellular,no
male,44,blue-collar,married,high.school,no,yes,no,cellular,no
female,41,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,46,services,married,high.school,yes,yes,no,cellular,no
female,41,entrepreneur,divorced,unknown,no,no,no,telephone,no
female,34,services,married,high.school,no,yes,no,cellular,no
female,41,entrepreneur,divorced,unknown,no,no,no,cellular,no
female,39,blue-collar,married,basic.6y,yes,no,no,cellular,no
female,28,blue-collar,single,basic.6y,no,yes,yes,cellular,no
male,29,blue-collar,divorced,high.school,no,yes,no,cellular,no
female,41,entrepreneur,divorced,unknown,no,yes,no,cellular,no
female,55,services,married,high.school,no,no,no,cellular,no
male,30,retired,single,basic.9y,no,no,no,cellular,no
female,29,blue-collar,divorced,unknown,yes,no,no,cellular,no
female,34,blue-collar,married,basic.9y,no,no,no,cellular,no
female,45,services,married,high.school,yes,yes,no,cellular,no
male,24,blue-collar,single,basic.9y,no,no,no,telephone,no
female,41,blue-collar,married,basic.6y,no,yes,no,cellular,no
male,51,technician,married,professional.course,no,yes,no,cellular,no
male,50,blue-collar,married,basic.4y,no,no,no,cellular,no
male,43,blue-collar,married,high.school,no,yes,no,cellular,no
male,25,blue-collar,single,basic.9y,no,no,no,cellular,no
male,52,self-employed,divorced,university.degree,no,yes,no,cellular,no
female,33,admin.,married,high.school,no,yes,no,cellular,no
male,34,admin.,married,university.degree,no,no,no,cellular,no
female,53,blue-collar,divorced,basic.4y,no,yes,no,telephone,no
male,41,blue-collar,single,basic.9y,no,no,no,cellular,no
female,56,services,married,high.school,yes,yes,no,cellular,no
male,56,services,married,high.school,yes,no,no,cellular,no
female,42,self-employed,married,professional.course,yes,yes,no,cellular,no
female,42,self-employed,married,professional.course,yes,no,no,cellular,no
male,34,technician,divorced,professional.course,no,no,no,cellular,no
male,34,admin.,married,university.degree,no,yes,no,cellular,no
female,56,services,married,high.school,yes,no,no,cellular,no
female,34,technician,divorced,professional.course,no,yes,no,cellular,no
male,25,technician,single,basic.9y,no,yes,no,cellular,no
male,56,services,married,high.school,yes,yes,no,cellular,no
female,39,technician,divorced,university.degree,no,no,no,cellular,no
male,59,admin.,divorced,university.degree,no,no,no,cellular,no
female,33,admin.,married,university.degree,no,yes,no,cellular,no
male,35,blue-collar,married,basic.4y,no,no,no,cellular,no
female,43,services,married,basic.6y,no,yes,no,cellular,no
female,25,blue-collar,single,basic.4y,no,yes,no,cellular,no
female,56,blue-collar,married,basic.9y,yes,yes,no,cellular,no
female,34,technician,divorced,professional.course,no,yes,no,cellular,yes
female,35,services,single,high.school,no,yes,yes,cellular,no
male,42,self-employed,married,professional.course,yes,yes,yes,cellular,no
male,40,entrepreneur,married,high.school,no,no,no,cellular,no
male,39,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,30,technician,single,professional.course,no,yes,no,cellular,no
female,46,services,divorced,basic.4y,no,no,no,cellular,no
male,55,admin.,married,high.school,yes,yes,no,cellular,no
male,59,admin.,divorced,university.degree,no,yes,no,cellular,yes
female,36,technician,married,professional.course,no,yes,no,cellular,no
female,29,admin.,single,university.degree,yes,yes,no,cellular,no
female,27,technician,single,professional.course,no,yes,no,cellular,no
female,39,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,53,services,married,basic.6y,no,no,no,cellular,no
female,53,services,married,basic.6y,no,yes,no,cellular,no
male,46,admin.,married,high.school,no,yes,no,cellular,no
female,37,unemployed,married,university.degree,no,yes,yes,cellular,no
female,33,blue-collar,single,basic.4y,no,yes,no,telephone,no
female,27,blue-collar,married,basic.9y,no,no,yes,cellular,no
female,44,management,married,university.degree,no,yes,no,cellular,no
male,55,blue-collar,married,professional.course,no,yes,no,cellular,no
male,29,blue-collar,married,basic.6y,no,yes,yes,telephone,no
male,26,technician,married,professional.course,no,yes,no,cellular,no
male,28,technician,single,professional.course,no,yes,no,telephone,no
male,32,admin.,single,university.degree,no,no,no,cellular,no
female,38,blue-collar,married,basic.4y,yes,yes,no,cellular,no
male,35,management,single,university.degree,no,yes,no,cellular,no
male,30,services,single,high.school,no,yes,no,cellular,no
female,37,admin.,single,high.school,no,yes,no,cellular,yes
female,52,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,30,services,single,high.school,no,yes,no,cellular,no
female,47,blue-collar,married,high.school,no,yes,no,cellular,no
female,47,blue-collar,married,high.school,no,yes,no,cellular,no
female,39,admin.,divorced,high.school,no,no,yes,cellular,no
male,44,self-employed,married,university.degree,no,yes,no,cellular,no
female,45,blue-collar,single,high.school,no,yes,no,cellular,no
female,54,services,single,basic.6y,yes,yes,no,cellular,no
male,43,blue-collar,divorced,basic.9y,no,yes,yes,cellular,no
female,34,housemaid,married,high.school,yes,yes,no,cellular,no
female,50,services,married,high.school,no,yes,yes,cellular,no
male,58,admin.,married,basic.4y,yes,no,no,cellular,yes
male,45,blue-collar,single,high.school,no,no,no,cellular,no
male,31,blue-collar,married,university.degree,no,yes,no,cellular,no
female,25,blue-collar,single,basic.9y,no,yes,no,cellular,no
female,55,management,married,basic.6y,yes,no,yes,cellular,no
male,39,self-employed,married,basic.9y,no,yes,no,cellular,yes
female,55,management,married,basic.6y,yes,yes,no,cellular,no
female,51,admin.,married,high.school,no,no,yes,cellular,no
male,50,services,married,high.school,no,no,no,cellular,no
male,30,entrepreneur,married,high.school,no,yes,yes,cellular,yes
female,35,blue-collar,single,basic.4y,no,no,no,cellular,no
male,26,self-employed,single,university.degree,no,no,no,cellular,no
female,32,blue-collar,single,basic.6y,yes,yes,no,telephone,no
female,37,admin.,married,high.school,no,no,no,cellular,no
male,23,blue-collar,single,basic.4y,no,yes,yes,cellular,no
female,31,blue-collar,married,basic.9y,no,no,no,cellular,no
male,54,services,single,basic.6y,yes,no,no,cellular,no
male,51,admin.,married,high.school,no,yes,no,cellular,no
female,33,technician,divorced,high.school,no,yes,yes,cellular,no
male,50,admin.,married,professional.course,yes,yes,yes,cellular,no
female,32,admin.,divorced,high.school,no,no,no,cellular,no
female,35,admin.,single,high.school,no,yes,no,cellular,no
male,37,blue-collar,single,basic.6y,no,yes,no,cellular,no
female,33,services,divorced,high.school,no,yes,no,cellular,no
male,29,unemployed,married,university.degree,no,yes,yes,cellular,no
male,28,self-employed,single,university.degree,no,no,no,cellular,no
male,32,technician,single,university.degree,no,no,no,cellular,no
female,32,admin.,single,university.degree,no,yes,no,cellular,no
male,32,entrepreneur,married,university.degree,no,yes,yes,cellular,yes
female,30,blue-collar,single,basic.9y,no,no,no,cellular,no
male,44,management,married,university.degree,no,no,no,cellular,no
male,31,services,single,professional.course,no,yes,no,cellular,no
female,30,management,single,university.degree,no,yes,no,cellular,yes
female,39,admin.,married,university.degree,no,yes,no,cellular,no
female,55,housemaid,married,high.school,yes,yes,no,cellular,no
female,28,services,single,basic.9y,yes,yes,no,telephone,no
female,24,services,single,high.school,no,yes,no,cellular,no
female,39,admin.,married,university.degree,no,no,no,cellular,no
male,29,admin.,single,high.school,no,no,yes,cellular,no
female,39,admin.,married,university.degree,no,no,no,cellular,no
male,53,admin.,divorced,basic.9y,no,no,yes,cellular,no
female,23,blue-collar,single,basic.4y,no,yes,no,cellular,yes
male,44,admin.,married,basic.9y,no,yes,no,cellular,no
male,38,services,divorced,high.school,no,yes,no,cellular,no
male,31,blue-collar,single,high.school,no,no,no,cellular,no
male,48,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,48,blue-collar,married,basic.9y,no,no,yes,cellular,no
male,36,admin.,married,university.degree,no,no,no,cellular,no
male,48,admin.,married,high.school,no,no,no,cellular,no
female,48,blue-collar,married,basic.9y,no,no,no,cellular,no
male,48,blue-collar,married,basic.9y,no,no,no,cellular,no
female,59,retired,divorced,basic.4y,no,no,no,cellular,no
male,59,retired,divorced,basic.4y,no,yes,no,cellular,no
female,58,management,married,university.degree,no,yes,yes,cellular,no
male,26,technician,single,university.degree,no,yes,yes,cellular,no
female,35,blue-collar,single,basic.9y,no,yes,no,cellular,no
female,39,technician,married,unknown,no,yes,yes,cellular,no
male,39,technician,married,unknown,no,yes,yes,cellular,no
female,37,services,married,high.school,no,yes,no,telephone,no
female,53,services,married,university.degree,no,no,yes,cellular,no
female,34,blue-collar,married,basic.4y,yes,yes,no,cellular,yes
male,25,blue-collar,single,basic.6y,yes,yes,no,cellular,no
male,41,blue-collar,married,high.school,no,yes,no,cellular,no
female,24,technician,single,basic.9y,no,yes,no,cellular,no
male,33,blue-collar,married,basic.9y,yes,yes,no,cellular,yes
female,32,blue-collar,single,basic.6y,yes,no,no,cellular,no
male,57,management,married,basic.4y,yes,yes,no,cellular,no
male,37,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,31,technician,single,unknown,no,no,yes,cellular,no
female,34,blue-collar,single,high.school,no,no,no,telephone,no
female,33,admin.,single,high.school,no,no,no,cellular,no
male,53,services,married,university.degree,no,no,no,telephone,no
female,37,admin.,married,high.school,no,yes,no,cellular,no
male,41,entrepreneur,divorced,unknown,no,no,no,cellular,yes
male,29,admin.,single,high.school,no,yes,no,cellular,yes
male,33,services,married,high.school,no,yes,no,cellular,no
female,30,technician,married,basic.9y,no,yes,no,cellular,no
female,47,services,married,high.school,no,yes,no,cellular,no
male,53,admin.,married,high.school,no,yes,no,cellular,no
female,41,blue-collar,married,basic.9y,yes,yes,no,cellular,no
female,33,services,married,high.school,no,yes,yes,cellular,no
